globalConst,interiorId,constDisplayName,memo,sortSerial
operationItem,DataBackup,数据备份,,4
operationItem,Input_AcctVoucher,生成凭证表记录,,1
operationItem,Input_Balance,生成余额表,,2
operationItem,Input_tradinglog,生成清算汇总数据,,0
operationItem,Input_Valuation,生成估值表,,3
OperatorStatus,0,正常{{Normal}},,0
OperatorStatus,1,销户{{Cancelled}},,1
OperatorStatus,3,锁定{{Locked}},,3
OPM_A,BAW,BAW,BAW模型,0
OPM_A,BS1993,BS1993,BS1993模型,1
OPM_A,BS2002,BS2002,BS2002模型,2
OPM_E,BS,B-S,BS解析解模型,0
OPM_E,CRR,CRR二叉树,CRR二叉树模型,1
OptionCPFlag,C,认购{{Call}},,0
OptionCPFlag,P,认沽{{Put}},,1
OptionInOutMoneyFlag,AtMoney,价平{{ATM}},,2
OptionInOutMoneyFlag,InMoney,价内{{ITM}},,0
OptionInOutMoneyFlag,OutMoney,价外{{OTM}},,1
OptionStdStrategyStatus,0,开仓中{{Opeing}},开仓中,0
OptionStdStrategyStatus,1,开仓完成{{Open Finished}},开仓完成,1
OptionStdStrategyStatus,2,平仓中{{Closing}},平仓中,2
OptionStdStrategyStatus,3,部分平仓{{Partially Closed}},部分平仓,3
OptionStdStrategyStatus,4,平仓完成{{Close Finished}},平仓完成,4
OptionStdStrategyStatus,5,开仓失败{{Open Failed}},开仓失败,5
OptionType,A,美式,个股期权类别,1
optionType,C,看涨,个股期权类别,0
OptionType,E,欧式,个股期权类别,0
optionType,P,看跌,个股期权类别,1
Option_F_OrderPriceType,ANY,市价,,1
Option_F_OrderPriceType,LIMIT,限价,,0
Option_F_OrderPriceType,SLA,市价止损,,5
Option_F_OrderPriceType,SLS,限价止损,,3
Option_F_OrderPriceType,SPA,市价止盈,,4
Option_F_OrderPriceType,SPO,限价止盈,,2
optPosFlag,0,操作员{{Operator}},,0
optPosFlag,1,角色{{Role}},,1
optStatus,0,正在买入{{Buying}},,0
optStatus,1,买入完成,,1
optStatus,2,正在申赎,,2
optStatus,3,申赎完成,,3
optStatus,4,正在卖出,,4
optStatus,5,全部完成,,5
optStatus,6,停止,,6
optStatus,7,申赎失败,,7
OptType,0,内部操作员,,1
OptType,1,机构操作员,,2
OrderFlag,D,撤单{{Cancel}},,1
OrderFlag,N,委托,,0
OrderFlag,R,修改{{Modify}},,2
OrderKind,0,普通,委托,0
OrderKind,1,批量,委托,1
OrderKind,2,申赎,委托,2
OrderMode,0,简单下单{{Simple Order}},简单下单,0
OrderMode,1,闪电(一般下单),闪电下单(一般下单),1
OrderMode,10,ETF申赎,ETF申购赎回,10
OrderMode,101,期权指令,期权指令,101
OrderMode,102,锁定解锁,锁定解锁,102
OrderMode,103,行权指令,行权指令,103
OrderMode,110,盘后指令,盘后指令,110
OrderMode,12,ETF篮子,ETF篮子委托,12
OrderMode,120,FIX指令,手机指令,120
OrderMode,13,ETF T+0套利,ETF T+0套利,13
OrderMode,14,期现套利,期现套利,14
OrderMode,15,价差套利,价差套利,15
OrderMode,16,权重委托,权重组合下单,16
OrderMode,17,场内基金,场内基金操作,17
OrderMode,18,ETF套利交易,ETF套利交易,18
OrderMode,19,跨期套利,跨期套利,19
OrderMode,2,闪电(触价下单),闪电下单(触价下单),2
OrderMode,21,融资融券,融资融券,21
OrderMode,22,直接还款还券,信用直接还款还券,22
OrderMode,23,担保品划拨,信用担保品划拨,23
OrderMode,24,日内交易,日内交易,24
OrderMode,25,文件交互,文件交互,25
OrderMode,26,Python策略,Python策略,26
OrderMode,27,ETF套利交易(新),ETF套利交易(新),27
OrderMode,3,条件下单{{Conditional Order}},条件下单,3
OrderMode,30,预埋单委托,预埋单委托,30
OrderMode,301,现货指令{{}},现货指令,301
OrderMode,302,组合指令{{Portfolion Instruction}},组合指令,302
OrderMode,303,港股通指令{{HK Stock Connection Instruction}},港股通指令,303
OrderMode,305,期货指令{{}},期货指令,305
OrderMode,306,期权指令,期权指令,306
OrderMode,31,强平,强平委托,31
OrderMode,310,两融指令,两融指令,310
OrderMode,311,两融组合指令,两融组合指令,311
OrderMode,315,网上申购指令,网上申购指令,315
OrderMode,316,ETF申赎指令,ETF申赎指令,316
OrderMode,317,场内开基指令,场内开基指令,317
OrderMode,318,分拆合并指令,分拆合并指令,318
OrderMode,32,闪电(移动停损),闪电下单(移动停损),32
OrderMode,325,大宗交易指令,大宗交易指令,325
OrderMode,39,组合拆分合并,组合拆分合并委托,39
OrderMode,4,二择一下单,二择一下单,4
OrderMode,40,转备兑,转备兑委托,40
OrderMode,50,多账号交易,多账号交易,50
OrderMode,6,组合交易,组合交易,6
OrderMode,60,指令下单,指令下单,60
OrderMode,61,组合(按执行),组合策略(按执行),61
OrderMode,62,组合(按组合),组合策略(按策略),62
OrderMode,7,快速键下单{{Hot Key Order}},快速键下单,7
OrderMode,71,盘后交易,盘后交易,71
OrderMode,75,过券交易,过券交易,75
OrderMode,8,一篮子委托{{Basket Ordey}},一篮子委托,8
OrderMode,81,现货指令,个股指令,81
OrderMode,82,篮子指令,篮子指令,82
OrderMode,83,期货指令,期货指令,83
OrderMode,85,信用指令,信用指令,85
OrderMode,86,直接还款还券,直接还款,86
OrderMode,87,担保品划拔,担保品划拔,87
OrderMode,89,手机指令,手机指令,89
OrderMode,9,基金场内申赎,基金场内申赎,9
OrderMode,91,质押申转,质押申转,91
OrderMode,92,债券回购,债券回购,92
OrderMode,93,ETF申赎,ETF申赎,93
OrderMode,94,基金申赎,基金申赎,94
OrderMode,95,分拆合并,分拆合并,95
OrderMode,96,转股回售,转股回售,96
OrderMode_Memu,1,81,现货指令,1
OrderMode_Memu,10,94,基金申赎,10
OrderMode_Memu,11,95,分拆合并,11
OrderMode_Memu,12,96,转股回售,12
OrderMode_Memu,15,101,期权指令,15
OrderMode_Memu,16,102,锁定解锁,16
OrderMode_Memu,17,103,行权指令,17
OrderMode_Memu,18,110,盘后指令,18
OrderMode_Memu,19,105,FIX指令,19
OrderMode_Memu,2,82,篮子指令,2
OrderMode_Memu,3,83,期货指令,3
OrderMode_Memu,4,85,信用指令,4
OrderMode_Memu,7,91,质押申转,7
OrderMode_Memu,8,92,债券回购,8
OrderMode_Memu,9,93,ETF申赎,9
orderNumFlag,0,按分笔计算,分笔成交场景下，逐笔计算费用，逐笔核算最低最高费用,0
orderNumFlag,1,按合同号汇总计算1,分笔成交场景下，按合同号汇总计算后核算最低最高费用,1
orderNumFlag,2,按合同号汇总计算2,分笔成交场景下，逐笔计算费用，加和后核算最低最高费用,2
